
Host: ed2

JK: J1      :       0.00u       0.00s   0.026910w  50017 calls
JK: J2      :       0.01u       0.01s   0.021420w  50017 calls
JK: K       :       0.13u       0.06s   0.187188w  25010 calls
JK: K1      :       0.09u       0.04s   0.120525w  75020 calls
JK: K2      :       0.02u       0.00s   0.026908w  50015 calls
JK: AO2USO  :       0.00u       0.01s   0.006532w  25010 calls
DIISManager::add_entry:       0.00u       0.00s   0.001582w      4 calls
DIISManager::extrapolate:       0.00u       0.00s   0.000065w      3 calls
DIISManager::extrapolate: bMatrix setup:       0.00u       0.00s   0.000006w      3 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.000025w      3 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.000029w      3 calls
HF: Form G  :       0.00u       0.00s   0.000083w      3 calls
HF: Form F  :       0.00u       0.00s   0.000005w      3 calls
HF: DIIS    :       0.00u       0.00s   0.001628w      3 calls
HF: Form C  :       0.00u       0.00s   0.000048w      3 calls
HF: Form D  :       0.00u       0.00s   0.000001w      3 calls

***********************************************************

Host: ed2

Timers On : Wed Mar 29 15:30:21 2017
Timers Off: Wed Mar 29 15:30:35 2017

Wall Time:       14.00 seconds

JK: (A|mn)  :       0.00u       0.00s   0.000222w      3 calls
JK: (A|Q)^-1/2:       0.06u       0.00s   0.057465w      3 calls
JK: (Q|mn)  :       0.00u       0.00s   0.000021w      3 calls
HF: Form H  :       0.00u       0.00s 0.00653800w      1 call
HF: Form S/X:       0.00u       0.00s 0.00008100w      1 call
HF: Guess   :       0.05u       0.00s 0.05272200w      1 call
SAD Guess   :       0.05u       0.00s 0.04858800w      1 call
JK: D       :       0.03u       0.00s   0.014207w  25010 calls
JK: USO2AO  :       0.01u       0.01s   0.023563w  25010 calls
JK: JK      :       0.22u       0.14s   0.456165w  25010 calls
JK: J       :       0.04u       0.05s   0.075113w  25010 calls
JK: J1      :       0.01u       0.00s   0.026632w  50017 calls
JK: J2      :       0.01u       0.03s   0.021166w  50017 calls
JK: K       :       0.06u       0.07s   0.183486w  25010 calls
JK: K1      :       0.03u       0.05s   0.118197w  75020 calls
JK: K2      :       0.01u       0.01s   0.026583w  50015 calls
JK: AO2USO  :       0.00u       0.00s   0.006394w  25010 calls
DIISManager::add_entry:       0.00u       0.00s   0.001625w      4 calls
DIISManager::extrapolate:       0.00u       0.00s   0.000056w      3 calls
DIISManager::extrapolate: bMatrix setup:       0.00u       0.00s   0.000007w      3 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.000023w      3 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.000018w      3 calls
HF: Form G  :       0.00u       0.00s   0.000077w      3 calls
HF: Form F  :       0.00u       0.00s   0.000004w      3 calls
HF: DIIS    :       0.00u       0.00s   0.001655w      3 calls
HF: Form C  :       0.00u       0.00s   0.000042w      3 calls
HF: Form D  :       0.00u       0.00s   0.000002w      3 calls

***********************************************************

Host: ed2

Timers On : Wed Mar 29 15:39:23 2017
Timers Off: Wed Mar 29 15:39:48 2017

Wall Time:       25.00 seconds

JK: (A|mn)  :       0.00u       0.00s   0.000208w      3 calls
JK: (A|Q)^-1/2:       0.06u       0.00s   0.057364w      3 calls
JK: (Q|mn)  :       0.00u       0.00s   0.000021w      3 calls
HF: Form H  :       0.00u       0.01s 0.00794800w      1 call
HF: Form S/X:       0.00u       0.00s 0.00014200w      1 call
HF: Guess   :       0.06u       0.00s 0.06178400w      1 call
SAD Guess   :       0.06u       0.00s 0.05120900w      1 call
JK: D       :       0.00u       0.00s   0.014257w  25010 calls
JK: USO2AO  :       0.01u       0.01s   0.023345w  25010 calls
JK: JK      :       0.17u       0.05s   0.455646w  25010 calls
JK: J       :       0.04u       0.02s   0.074828w  25010 calls
JK: J1      :       0.02u       0.00s   0.026001w  50017 calls
JK: J2      :       0.02u       0.01s   0.021090w  50017 calls
JK: K       :       0.09u       0.03s   0.183649w  25010 calls
JK: K1      :       0.07u       0.02s   0.117346w  75020 calls
JK: K2      :       0.01u       0.01s   0.027485w  50015 calls
JK: AO2USO  :       0.01u       0.00s   0.006480w  25010 calls
DIISManager::add_entry:       0.00u       0.00s   0.001477w      4 calls
DIISManager::extrapolate:       0.00u       0.00s   0.000056w      3 calls
DIISManager::extrapolate: bMatrix setup:       0.00u       0.00s   0.000007w      3 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.000025w      3 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.000018w      3 calls
HF: Form G  :       0.00u       0.00s   0.000092w      3 calls
HF: Form F  :       0.00u       0.00s   0.000004w      3 calls
HF: DIIS    :       0.00u       0.00s   0.001507w      3 calls
HF: Form C  :       0.00u       0.00s   0.000043w      3 calls
HF: Form D  :       0.00u       0.00s   0.000002w      3 calls

***********************************************************

Host: ed2

Timers On : Wed Mar 29 16:29:30 2017
Timers Off: Wed Mar 29 16:29:54 2017

Wall Time:       24.00 seconds

JK: (A|mn)  :       0.00u       0.00s   0.000190w      3 calls
JK: (A|Q)^-1/2:       0.05u       0.00s   0.056583w      3 calls
JK: (Q|mn)  :       0.00u       0.00s   0.000022w      3 calls
HF: Form H  :       0.00u       0.00s 0.00756200w      1 call
HF: Form S/X:       0.00u       0.00s 0.00006700w      1 call
HF: Guess   :       0.06u       0.00s 0.05755700w      1 call
SAD Guess   :       0.06u       0.00s 0.04964500w      1 call
JK: D       :       0.00u       0.01s   0.014604w  25010 calls
JK: USO2AO  :       0.00u       0.00s   0.023133w  25010 calls
JK: JK      :       0.27u       0.11s   0.449375w  25010 calls
JK: J       :       0.06u       0.03s   0.075051w  25010 calls
JK: J1      :       0.02u       0.01s   0.026214w  50017 calls
JK: J2      :       0.01u       0.02s   0.020965w  50017 calls
JK: K       :       0.08u       0.05s   0.181498w  25010 calls
JK: K1      :       0.07u       0.04s   0.116670w  75020 calls
JK: K2      :       0.00u       0.00s   0.026281w  50015 calls
JK: AO2USO  :       0.00u       0.00s   0.006412w  25010 calls
DIISManager::add_entry:       0.00u       0.00s   0.001454w      4 calls
DIISManager::extrapolate:       0.00u       0.00s   0.000049w      3 calls
DIISManager::extrapolate: bMatrix setup:       0.00u       0.00s   0.000006w      3 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.000022w      3 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.000014w      3 calls
HF: Form G  :       0.00u       0.00s   0.000076w      3 calls
HF: Form F  :       0.00u       0.00s   0.000003w      3 calls
HF: DIIS    :       0.00u       0.00s   0.001483w      3 calls
HF: Form C  :       0.00u       0.00s   0.000042w      3 calls
HF: Form D  :       0.00u       0.00s   0.000003w      3 calls

***********************************************************

Host: ed2

Timers On : Wed Mar 29 16:30:24 2017
Timers Off: Wed Mar 29 16:30:37 2017

Wall Time:       13.00 seconds

JK: (A|mn)  :       0.00u       0.00s   0.000212w      3 calls
JK: (A|Q)^-1/2:       0.06u       0.00s   0.056046w      3 calls
JK: (Q|mn)  :       0.00u       0.00s   0.000020w      3 calls
HF: Form H  :       0.00u       0.00s 0.00757500w      1 call
HF: Form S/X:       0.00u       0.00s 0.00007000w      1 call
HF: Guess   :       0.06u       0.00s 0.05918000w      1 call
SAD Guess   :       0.05u       0.00s 0.05199200w      1 call
JK: D       :       0.02u       0.01s   0.012123w  25010 calls
JK: USO2AO  :       0.04u       0.00s   0.021603w  25010 calls
JK: JK      :       0.24u       0.12s   0.441306w  25010 calls
JK: J       :       0.01u       0.03s   0.073718w  25010 calls
JK: J1      :       0.00u       0.00s   0.025431w  50017 calls
JK: J2      :       0.00u       0.02s   0.020786w  50017 calls
JK: K       :       0.11u       0.07s   0.179598w  25010 calls
JK: K1      :       0.03u       0.04s   0.114725w  75020 calls
JK: K2      :       0.03u       0.00s   0.027160w  50015 calls
JK: AO2USO  :       0.01u       0.00s   0.006492w  25010 calls
DIISManager::add_entry:       0.00u       0.00s   0.001444w      4 calls
DIISManager::extrapolate:       0.00u       0.00s   0.000055w      3 calls
DIISManager::extrapolate: bMatrix setup:       0.00u       0.00s   0.000006w      3 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.000025w      3 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.000019w      3 calls
HF: Form G  :       0.00u       0.00s   0.000079w      3 calls
HF: Form F  :       0.00u       0.00s   0.000005w      3 calls
HF: DIIS    :       0.00u       0.00s   0.001475w      3 calls
HF: Form C  :       0.00u       0.00s   0.000044w      3 calls
HF: Form D  :       0.00u       0.00s   0.000000w      3 calls

***********************************************************

Host: ed2

Timers On : Wed Mar 29 16:42:36 2017
Timers Off: Wed Mar 29 16:42:50 2017

Wall Time:       14.00 seconds

JK: (A|mn)  :       0.00u       0.00s   0.000214w      3 calls
JK: (A|Q)^-1/2:       0.06u       0.00s   0.058254w      3 calls
JK: (Q|mn)  :       0.00u       0.00s   0.000022w      3 calls
HF: Form H  :       0.00u       0.00s 0.00654900w      1 call
HF: Form S/X:       0.00u       0.00s 0.00010500w      1 call
HF: Guess   :       0.06u       0.00s 0.05981900w      1 call
SAD Guess   :       0.05u       0.00s 0.04939400w      1 call
JK: D       :       0.01u       0.00s   0.015496w  25010 calls
JK: USO2AO  :       0.02u       0.00s   0.025026w  25010 calls
JK: JK      :       0.21u       0.05s   0.492985w  25010 calls
JK: J       :       0.08u       0.00s   0.079298w  25010 calls
JK: J1      :       0.03u       0.00s   0.027527w  50017 calls
JK: J2      :       0.00u       0.00s   0.022456w  50017 calls
JK: K       :       0.05u       0.03s   0.197322w  25010 calls
JK: K1      :       0.03u       0.01s   0.127029w  75020 calls
JK: K2      :       0.00u       0.02s   0.028940w  50015 calls
JK: AO2USO  :       0.00u       0.00s   0.006569w  25010 calls
DIISManager::add_entry:       0.00u       0.00s   0.001488w      4 calls
DIISManager::extrapolate:       0.00u       0.00s   0.000056w      3 calls
DIISManager::extrapolate: bMatrix setup:       0.00u       0.00s   0.000006w      3 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.000025w      3 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.000018w      3 calls
HF: Form G  :       0.00u       0.00s   0.000079w      3 calls
HF: Form F  :       0.00u       0.00s   0.000005w      3 calls
HF: DIIS    :       0.00u       0.00s   0.001518w      3 calls
HF: Form C  :       0.00u       0.00s   0.000044w      3 calls
HF: Form D  :       0.00u       0.00s   0.000002w      3 calls

***********************************************************

Host: ed2

Timers On : Wed Mar 29 16:44:32 2017
Timers Off: Wed Mar 29 16:45:06 2017

Wall Time:       34.00 seconds

JK: (A|mn)  :       0.00u       0.00s   0.000207w      3 calls
JK: (A|Q)^-1/2:       0.06u       0.00s   0.058929w      3 calls
JK: (Q|mn)  :       0.00u       0.00s   0.000021w      3 calls
HF: Form H  :       0.00u       0.00s 0.00721200w      1 call
HF: Form S/X:       0.00u       0.00s 0.00005300w      1 call
HF: Guess   :       0.06u       0.00s 0.06087500w      1 call
SAD Guess   :       0.05u       0.00s 0.05330200w      1 call
JK: D       :       0.00u       0.01s   0.017133w  25010 calls
JK: USO2AO  :       0.02u       0.00s   0.027849w  25010 calls
JK: JK      :       0.18u       0.16s   0.514812w  25010 calls
JK: J       :       0.04u       0.06s   0.082269w  25010 calls
JK: J1      :       0.02u       0.01s   0.028754w  50017 calls
JK: J2      :       0.00u       0.02s   0.023182w  50017 calls
JK: K       :       0.08u       0.05s   0.203975w  25010 calls
JK: K1      :       0.03u       0.04s   0.131285w  75020 calls
JK: K2      :       0.03u       0.00s   0.029230w  50015 calls
JK: AO2USO  :       0.01u       0.00s   0.007540w  25010 calls
DIISManager::add_entry:       0.00u       0.00s   0.002355w      4 calls
DIISManager::extrapolate:       0.00u       0.00s   0.000062w      3 calls
DIISManager::extrapolate: bMatrix setup:       0.00u       0.00s   0.000006w      3 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.000028w      3 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.000020w      3 calls
HF: Form G  :       0.00u       0.00s   0.000091w      3 calls
HF: Form F  :       0.00u       0.00s   0.000004w      3 calls
HF: DIIS    :       0.00u       0.00s   0.002393w      3 calls
HF: Form C  :       0.00u       0.00s   0.000052w      3 calls
HF: Form D  :       0.00u       0.00s   0.000003w      3 calls

***********************************************************

Host: ed2

Timers On : Wed Mar 29 16:44:37 2017
Timers Off: Wed Mar 29 16:45:12 2017

Wall Time:       35.00 seconds

JK: (A|mn)  :       0.00u       0.00s   0.000200w      3 calls
JK: (A|Q)^-1/2:       0.06u       0.00s   0.059514w      3 calls
JK: (Q|mn)  :       0.00u       0.00s   0.000022w      3 calls
HF: Form H  :       0.00u       0.00s 0.00613900w      1 call
HF: Form S/X:       0.00u       0.00s 0.00005300w      1 call
HF: Guess   :       0.05u       0.00s 0.05476500w      1 call
SAD Guess   :       0.05u       0.00s 0.05062200w      1 call
JK: D       :       0.02u       0.01s   0.016103w  25010 calls
JK: USO2AO  :       0.02u       0.00s   0.026847w  25010 calls
JK: JK      :       0.22u       0.10s   0.512518w  25010 calls
JK: J       :       0.02u       0.02s   0.083165w  25010 calls
JK: J1      :       0.00u       0.00s   0.028821w  50017 calls
JK: J2      :       0.02u       0.00s   0.023199w  50017 calls
JK: K       :       0.06u       0.04s   0.202413w  25010 calls
JK: K1      :       0.06u       0.02s   0.128953w  75020 calls
JK: K2      :       0.00u       0.00s   0.029911w  50015 calls
JK: AO2USO  :       0.00u       0.00s   0.007391w  25010 calls
DIISManager::add_entry:       0.00u       0.00s   0.001326w      4 calls
DIISManager::extrapolate:       0.00u       0.00s   0.000056w      3 calls
DIISManager::extrapolate: bMatrix setup:       0.00u       0.00s   0.000006w      3 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.000026w      3 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.000020w      3 calls
HF: Form G  :       0.00u       0.00s   0.000093w      3 calls
HF: Form F  :       0.00u       0.00s   0.000005w      3 calls
HF: DIIS    :       0.00u       0.00s   0.001356w      3 calls
HF: Form C  :       0.00u       0.00s   0.000043w      3 calls
HF: Form D  :       0.00u       0.00s   0.000001w      3 calls

***********************************************************

Host: ed2

Timers On : Wed Mar 29 16:53:19 2017
Timers Off: Wed Mar 29 16:53:45 2017

Wall Time:       26.00 seconds

JK: (A|mn)  :       0.00u       0.00s   0.000214w      3 calls
JK: (A|Q)^-1/2:       0.06u       0.00s   0.056809w      3 calls
JK: (Q|mn)  :       0.00u       0.00s   0.000021w      3 calls
HF: Form H  :       0.00u       0.00s 0.00724800w      1 call
HF: Form S/X:       0.00u       0.00s 0.00009700w      1 call
HF: Guess   :       0.06u       0.00s 0.05929500w      1 call
SAD Guess   :       0.05u       0.00s 0.05112800w      1 call
JK: D       :       0.02u       0.01s   0.013662w  25010 calls
JK: USO2AO  :       0.01u       0.00s   0.024620w  25010 calls
JK: JK      :       0.51u       0.10s   0.474951w  25010 calls
JK: J       :       0.09u       0.04s   0.075964w  25010 calls
JK: J1      :       0.03u       0.00s   0.026845w  50017 calls
JK: J2      :       0.01u       0.00s   0.021531w  50017 calls
JK: K       :       0.18u       0.04s   0.188569w  25010 calls
JK: K1      :       0.09u       0.01s   0.121256w  75020 calls
JK: K2      :       0.03u       0.00s   0.027193w  50015 calls
JK: AO2USO  :       0.00u       0.01s   0.007182w  25010 calls
DIISManager::add_entry:       0.00u       0.00s   0.001584w      4 calls
DIISManager::extrapolate:       0.00u       0.00s   0.000055w      3 calls
DIISManager::extrapolate: bMatrix setup:       0.00u       0.00s   0.000006w      3 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.000026w      3 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.000018w      3 calls
HF: Form G  :       0.00u       0.00s   0.000080w      3 calls
HF: Form F  :       0.00u       0.00s   0.000005w      3 calls
HF: DIIS    :       0.00u       0.00s   0.001616w      3 calls
HF: Form C  :       0.00u       0.00s   0.000045w      3 calls
HF: Form D  :       0.00u       0.00s   0.000001w      3 calls

***********************************************************

Host: ed2

Timers On : Wed Mar 29 17:03:06 2017
Timers Off: Wed Mar 29 17:03:32 2017

Wall Time:       26.00 seconds

JK: (A|mn)  :       0.00u       0.00s   0.000216w      3 calls
JK: (A|Q)^-1/2:       0.06u       0.00s   0.057164w      3 calls
JK: (Q|mn)  :       0.00u       0.00s   0.000021w      3 calls
HF: Form H  :       0.00u       0.01s 0.00875000w      1 call
HF: Form S/X:       0.00u       0.00s 0.00006400w      1 call
HF: Guess   :       0.05u       0.00s 0.05706600w      1 call
SAD Guess   :       0.05u       0.00s 0.05061900w      1 call
JK: D       :       0.00u       0.01s   0.013947w  25010 calls
JK: USO2AO  :       0.01u       0.00s   0.023388w  25010 calls
JK: JK      :       0.23u       0.05s   0.467003w  25010 calls
JK: J       :       0.03u       0.01s   0.076010w  25010 calls
JK: J1      :       0.00u       0.00s   0.026411w  50017 calls
JK: J2      :       0.02u       0.00s   0.021553w  50017 calls
JK: K       :       0.10u       0.02s   0.187869w  25010 calls
JK: K1      :       0.09u       0.01s   0.119955w  75020 calls
JK: K2      :       0.00u       0.00s   0.027043w  50015 calls
JK: AO2USO  :       0.00u       0.00s   0.006651w  25010 calls
DIISManager::add_entry:       0.00u       0.00s   0.001546w      4 calls
DIISManager::extrapolate:       0.00u       0.00s   0.000057w      3 calls
DIISManager::extrapolate: bMatrix setup:       0.00u       0.00s   0.000006w      3 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.000026w      3 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.000018w      3 calls
HF: Form G  :       0.00u       0.00s   0.000082w      3 calls
HF: Form F  :       0.00u       0.00s   0.000004w      3 calls
HF: DIIS    :       0.00u       0.00s   0.001579w      3 calls
HF: Form C  :       0.00u       0.00s   0.000047w      3 calls
HF: Form D  :       0.00u       0.00s   0.000001w      3 calls

***********************************************************

Host: ed2

Timers On : Wed Mar 29 17:05:45 2017
Timers Off: Wed Mar 29 17:06:13 2017

Wall Time:       28.00 seconds

JK: (A|mn)  :       0.00u       0.00s   0.000210w      3 calls
JK: (A|Q)^-1/2:       0.05u       0.00s   0.057724w      3 calls
JK: (Q|mn)  :       0.00u       0.00s   0.000021w      3 calls
HF: Form H  :       0.01u       0.00s 0.00725000w      1 call
HF: Form S/X:       0.00u       0.00s 0.00007500w      1 call
HF: Guess   :       0.05u       0.00s 0.05960900w      1 call
SAD Guess   :       0.05u       0.00s 0.05355700w      1 call
JK: D       :       0.01u       0.00s   0.013775w  25010 calls
JK: USO2AO  :       0.02u       0.00s   0.023512w  25010 calls
JK: JK      :       0.30u       0.09s   0.462893w  25010 calls
JK: J       :       0.05u       0.02s   0.076177w  25010 calls
JK: J1      :       0.00u       0.00s   0.026710w  50017 calls
JK: J2      :       0.03u       0.00s   0.021593w  50017 calls
JK: K       :       0.06u       0.05s   0.184054w  25010 calls
JK: K1      :       0.04u       0.02s   0.117265w  75020 calls
JK: K2      :       0.01u       0.01s   0.027514w  50015 calls
JK: AO2USO  :       0.00u       0.00s   0.006708w  25010 calls
DIISManager::add_entry:       0.01u       0.00s   0.001501w      4 calls
DIISManager::extrapolate:       0.00u       0.00s   0.000058w      3 calls
DIISManager::extrapolate: bMatrix setup:       0.00u       0.00s   0.000008w      3 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.000025w      3 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.000019w      3 calls
HF: Form G  :       0.00u       0.00s   0.000081w      3 calls
HF: Form F  :       0.00u       0.00s   0.000004w      3 calls
HF: DIIS    :       0.01u       0.00s   0.001535w      3 calls
HF: Form C  :       0.00u       0.00s   0.000057w      3 calls
HF: Form D  :       0.00u       0.00s   0.000001w      3 calls

***********************************************************

Host: ed2

Timers On : Wed Mar 29 17:07:46 2017
Timers Off: Wed Mar 29 17:08:11 2017

Wall Time:       25.00 seconds

JK: (A|mn)  :       0.00u       0.00s   0.000204w      3 calls
JK: (A|Q)^-1/2:       0.06u       0.00s   0.058106w      3 calls
JK: (Q|mn)  :       0.00u       0.00s   0.000022w      3 calls
HF: Form H  :       0.00u       0.00s 0.00658700w      1 call
HF: Form S/X:       0.00u       0.00s 0.00007200w      1 call
HF: Guess   :       0.06u       0.00s 0.05671300w      1 call
SAD Guess   :       0.05u       0.00s 0.05061600w      1 call
JK: D       :       0.00u       0.01s   0.015026w  25010 calls
JK: USO2AO  :       0.03u       0.01s   0.024628w  25010 calls
JK: JK      :       0.28u       0.10s   0.475360w  25010 calls
JK: J       :       0.04u       0.07s   0.076535w  25010 calls
JK: J1      :       0.00u       0.03s   0.026617w  50017 calls
JK: J2      :       0.00u       0.01s   0.021909w  50017 calls
JK: K       :       0.12u       0.01s   0.190120w  25010 calls
JK: K1      :       0.07u       0.00s   0.121285w  75020 calls
JK: K2      :       0.00u       0.00s   0.026931w  50015 calls
JK: AO2USO  :       0.02u       0.00s   0.006649w  25010 calls
DIISManager::add_entry:       0.00u       0.00s   0.001554w      4 calls
DIISManager::extrapolate:       0.00u       0.00s   0.000055w      3 calls
DIISManager::extrapolate: bMatrix setup:       0.00u       0.00s   0.000005w      3 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.000023w      3 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.000018w      3 calls
HF: Form G  :       0.00u       0.00s   0.000079w      3 calls
HF: Form F  :       0.00u       0.00s   0.000005w      3 calls
HF: DIIS    :       0.00u       0.00s   0.001587w      3 calls
HF: Form C  :       0.00u       0.00s   0.000044w      3 calls
HF: Form D  :       0.00u       0.00s   0.000001w      3 calls

***********************************************************

Host: ed2

Timers On : Wed Mar 29 17:16:29 2017
Timers Off: Wed Mar 29 17:16:55 2017

Wall Time:       26.00 seconds

JK: (A|mn)  :       0.00u       0.00s   0.000204w      3 calls
JK: (A|Q)^-1/2:       0.06u       0.00s   0.057116w      3 calls
JK: (Q|mn)  :       0.00u       0.00s   0.000022w      3 calls
HF: Form H  :       0.00u       0.00s 0.00806200w      1 call
HF: Form S/X:       0.00u       0.00s 0.00005300w      1 call
HF: Guess   :       0.06u       0.00s 0.05876300w      1 call
SAD Guess   :       0.05u       0.00s 0.05477600w      1 call
JK: D       :       0.01u       0.00s   0.014501w  25010 calls
JK: USO2AO  :       0.01u       0.00s   0.023989w  25010 calls
JK: JK      :       0.21u       0.10s   0.470623w  25010 calls
JK: J       :       0.01u       0.02s   0.076945w  25010 calls
JK: J1      :       0.00u       0.01s   0.027055w  50017 calls
JK: J2      :       0.01u       0.00s   0.021574w  50017 calls
JK: K       :       0.10u       0.06s   0.187772w  25010 calls
JK: K1      :       0.09u       0.02s   0.119813w  75020 calls
JK: K2      :       0.00u       0.02s   0.026894w  50015 calls
JK: AO2USO  :       0.00u       0.00s   0.006975w  25010 calls
DIISManager::add_entry:       0.00u       0.00s   0.001731w      4 calls
DIISManager::extrapolate:       0.00u       0.00s   0.000055w      3 calls
DIISManager::extrapolate: bMatrix setup:       0.00u       0.00s   0.000006w      3 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.000025w      3 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.000019w      3 calls
HF: Form G  :       0.00u       0.00s   0.000082w      3 calls
HF: Form F  :       0.00u       0.00s   0.000005w      3 calls
HF: DIIS    :       0.00u       0.00s   0.001761w      3 calls
HF: Form C  :       0.00u       0.00s   0.000046w      3 calls
HF: Form D  :       0.00u       0.00s   0.000002w      3 calls

***********************************************************

Host: ed2

Timers On : Wed Mar 29 17:19:53 2017
Timers Off: Wed Mar 29 17:20:19 2017

Wall Time:       26.00 seconds

JK: (A|mn)  :       0.00u       0.00s   0.000215w      3 calls
JK: (A|Q)^-1/2:       0.05u       0.00s   0.057219w      3 calls
JK: (Q|mn)  :       0.00u       0.00s   0.000020w      3 calls
HF: Form H  :       0.00u       0.00s 0.00739300w      1 call
HF: Form S/X:       0.00u       0.00s 0.00006600w      1 call
HF: Guess   :       0.05u       0.00s 0.05538500w      1 call
SAD Guess   :       0.05u       0.00s 0.05004100w      1 call
JK: D       :       0.01u       0.01s   0.014246w  25010 calls
JK: USO2AO  :       0.01u       0.01s   0.023027w  25010 calls
JK: JK      :       0.34u       0.05s   0.461186w  25010 calls
JK: J       :       0.08u       0.00s   0.074787w  25010 calls
JK: J1      :       0.02u       0.00s   0.026488w  50017 calls
JK: J2      :       0.02u       0.00s   0.021077w  50017 calls
JK: K       :       0.13u       0.03s   0.184538w  25010 calls
JK: K1      :       0.09u       0.02s   0.118598w  75020 calls
JK: K2      :       0.01u       0.00s   0.027054w  50015 calls
JK: AO2USO  :       0.00u       0.00s   0.006689w  25010 calls
DIISManager::add_entry:       0.00u       0.00s   0.001587w      4 calls
DIISManager::extrapolate:       0.00u       0.00s   0.000052w      3 calls
DIISManager::extrapolate: bMatrix setup:       0.00u       0.00s   0.000006w      3 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.000024w      3 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.000017w      3 calls
HF: Form G  :       0.00u       0.00s   0.000077w      3 calls
HF: Form F  :       0.00u       0.00s   0.000003w      3 calls
HF: DIIS    :       0.00u       0.00s   0.001617w      3 calls
HF: Form C  :       0.00u       0.00s   0.000043w      3 calls
HF: Form D  :       0.00u       0.00s   0.000002w      3 calls

***********************************************************

Host: ed2

Timers On : Wed Mar 29 17:21:07 2017
Timers Off: Wed Mar 29 17:21:33 2017

Wall Time:       26.00 seconds

JK: (A|mn)  :       0.00u       0.00s   0.000263w      3 calls
JK: (A|Q)^-1/2:       0.06u       0.00s   0.056887w      3 calls
JK: (Q|mn)  :       0.00u       0.00s   0.000020w      3 calls
HF: Form H  :       0.00u       0.00s 0.00789200w      1 call
HF: Form S/X:       0.00u       0.00s 0.00010100w      1 call
HF: Guess   :       0.06u       0.00s 0.06036100w      1 call
SAD Guess   :       0.05u       0.00s 0.05307500w      1 call
JK: D       :       0.02u       0.01s   0.014370w  25010 calls
JK: USO2AO  :       0.02u       0.00s   0.023955w  25010 calls
JK: JK      :       0.25u       0.04s   0.466755w  25010 calls
JK: J       :       0.03u       0.01s   0.075295w  25010 calls
JK: J1      :       0.03u       0.00s   0.026617w  50017 calls
JK: J2      :       0.00u       0.00s   0.021225w  50017 calls
JK: K       :       0.14u       0.01s   0.185732w  25010 calls
JK: K1      :       0.07u       0.00s   0.120417w  75020 calls
JK: K2      :       0.01u       0.00s   0.026630w  50015 calls
JK: AO2USO  :       0.00u       0.00s   0.006805w  25010 calls
DIISManager::add_entry:       0.00u       0.00s   0.001493w      4 calls
DIISManager::extrapolate:       0.00u       0.00s   0.000081w      3 calls
DIISManager::extrapolate: bMatrix setup:       0.00u       0.00s   0.000007w      3 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.000032w      3 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.000035w      3 calls
HF: Form G  :       0.00u       0.00s   0.000086w      3 calls
HF: Form F  :       0.00u       0.00s   0.000004w      3 calls
HF: DIIS    :       0.00u       0.00s   0.001520w      3 calls
HF: Form C  :       0.00u       0.00s   0.000046w      3 calls
HF: Form D  :       0.00u       0.00s   0.000002w      3 calls

***********************************************************

Host: ed2

Timers On : Wed Mar 29 17:24:54 2017
Timers Off: Wed Mar 29 17:25:22 2017

Wall Time:       28.00 seconds

